;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
17396;6948428;;;ECSQARU;;;Linda C. van der Gaag;;https://doi.org/10.1007/978-3-642-39091-3;;;978-3-642-39090-6;;;conf/ecsqaru/2013;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Symbolic and Quantitative Approaches to Reasoning with Uncertainty - 12th European Conference, ECSQARU 2013, Utrecht, The Netherlands, July 8-10, 2013. Proceedings;db/conf/ecsqaru/ecsqaru2013.html;7958;2013
36630;8115501;;;;;;Jean-Luc Vidick;;https://doi.org/10.1145/96749;;;0-89791-408-2;;;conf/sigir/90;2018-11-06;;;;;ACM;;;;;;;;SIGIR'90, 13th International Conference on Research and Development in Information Retrieval, Brussels, Belgium, 5-7 September 1990, Proceedings;db/conf/sigir/sigir90.html;;1990
23606;7312323;;;IECON;;;;;https://ieeexplore.ieee.org/xpl/conhome/6683943/proceeding;;;978-1-4799-0224-8;;;conf/iecon/2013;2021-08-09;;;;;IEEE;;;;;;;;IECON 2013 - 39th Annual Conference of the IEEE Industrial Electronics Society, Vienna, Austria, November 10-13, 2013;db/conf/iecon/iecon2013.html;;2013
36446;8098719;;;SWAT;;;Jyrki Katajainen|Torben Hagerup;;https://doi.org/10.1007/b98413;;;3-540-22339-8;;;conf/swat/2004;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Algorithm Theory - SWAT 2004, 9th Scandinavian Workshop on Algorithm Theory, Humlebaek, Denmark, July 8-10, 2004, Proceedings;db/conf/swat/swat2004.html;3111;2004
27143;7506357;;;ICBO;;;Christopher J. Mungall|Laurel Cooper|Melissa A. Haendel|Pankaj Jaiswal;;http://ceur-ws.org/Vol-2285|https://nbn-resolving.org/urn:nbn:de:0074-2285-4;oa;;;;;conf/icbo/2018;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 9th International Conference on Biological Ontology (ICBO 2018), Corvallis, Oregon, USA, August 7-10, 2018.;db/conf/icbo/icbo2018.html;2285;2018
36407;8096148;;;HotSWUp;;;Eli Tilevich|Iulian Neamtiu|Tudor Dumitras;;;;;978-1-60558-723-3;;;conf/hotswup/2009;2010-06-15;;;;;ACM;;;;;;;;Proceedings of the 2nd ACM Workshop on Hot Topics in Software Upgrades, HotSWUp 2009, Orlando, FL, USA, October 25, 2009.;db/conf/hotswup/hotswup2009.html;;2009
40567;8320114;;;INFORSID;;;;;;;;;;;conf/inforsid/2000;2005-05-03;;;;;;;;;;;;;Actes du XVIIIème Congrès INFORSID, Lyon, France, 16-19 mai, 2000;db/conf/inforsid/inforsid2000.html;;2000
23449;7298772;;;CASE;;;;;https://ieeexplore.ieee.org/xpl/conhome/4622934/proceeding;;;978-1-4244-2022-3;;;conf/case/2008;2019-10-16;;;;;IEEE;;;;;;;;2008 IEEE International Conference on Automation Science and Engineering, IEEE CASE 2008, Washington, DC, USA, August 23-26, 2008;db/conf/case/case2008.html;;2008
6624;6206502;;;HCI (3);;;Masaaki Kurosu;;https://doi.org/10.1007/978-3-030-22636-7;;;978-3-030-22635-0|978-3-030-22636-7;;;conf/hci/2019-3;2019-07-10;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Human-Computer Interaction. Design Practice in Contemporary Societies - Thematic Area, HCI 2019, Held as Part of the 21st HCI International Conference, HCII 2019, Orlando, FL, USA, July 26-31, 2019, Proceedings, Part III;db/conf/hci/hci2019-3.html;11568;2019
2685;5990742;;;MKWI (2);;;Bodo Rieger|Heiner Müller-Merbach|Kurt Sandkuhl|Norbert Gronau|Peter Chamoni|Peter Loos|Ralf-Detlef Kutsche|Wolfgang Deiters;;;;;3-89838-050-5;;;conf/mkwi/2004-2;2005-05-31;;;;;Akademische Verlagsgesellschaft Aka GmbH;;;;;;;;"Multikonferenz Wirtschaftsinformatik (MKWI), Universität Duisburg-Essen, 9.-11. März 2004, Band 2: Informationssysteme in Industrie und Handel; Business intelligence; Knowledge supply and information logistics in enterprises andnetworked organizations; Organisationale Intelligenz";;;2004
12867;6679335;;;Ada Deutschland Tagung;;;Hubert B. Keller|Jürgen F. H. Winkler|Michael Tonndorf|Peter Dencker;;;;;3-8265-9956-X;;;conf/adaD/2002;2013-05-31;;;;;Shaker Verlag;;;;;;;;Ada Deutschland Tagung 2002: Software für sicherheitskritische Systeme, 6. bis 8. März 2002, Jena, Friedrich-Schiller-Universität;db/conf/adaD/adaD2002.html;;2003
40930;8345654;;;SCREAM@HPDC;;;Daniel S. Katz|Jon B. Weissman|Shantenu Jha;;https://doi.org/10.1145/2753524;;;978-1-4503-3566-9;;;conf/hpdc/2015scream;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 1st Workshop on The Science of Cyberinfrastructure - Research, Experience, Applications and Models, SCREAM@HPDC 2015, Portland, Oregon, USA, June 16, 2015;db/conf/hpdc/scream2015.html;;2015
30478;7729682;;;ICAART (2);;;Ana Paula Rocha 0001|H. Jaap van den Herik|Joaquim Filipe;;;;;978-989-758-220-2;;;conf/icaart/2017-2;2017-06-14;;;;;SciTePress;;;;;;;;Proceedings of the 9th International Conference on Agents and Artificial Intelligence, ICAART 2017, Volume 2, Porto, Portugal, February 24-26, 2017.;db/conf/icaart/icaart2017-2.html;;2017
9130;6397747;;;ICADL;;;Annika Hinze|Maja Zumer|Milena Dobreva;;https://doi.org/10.1007/978-3-030-04257-8;;;978-3-030-04256-1|978-3-030-04257-8;;;conf/icadl/2018;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Maturity and Innovation in Digital Libraries - 20th International Conference on Asia-Pacific Digital Libraries, ICADL 2018, Hamilton, New Zealand, November 19-22, 2018, Proceedings;db/conf/icadl/icadl2018.html;11279;2018
30299;7722715;;;Document Recognition;;;Jonathan J. Hull|Luc M. Vincent;;http://proceedings.spiedigitallibrary.org/volume.aspx?volume=3027;;;978-0-8194-2438-9;;;conf/drr/1997;2016-07-18;;;;;SPIE;;;;SPIE Proceedings;;;;Document Recognition IV, San Jose, CA, USA, February 8, 1997;db/conf/drr/dr1997.html;3027;1997
32737;7867601;;;ICISC;;;DaeHun Nyang|Kyung Hyune Rhee;;https://doi.org/10.1007/978-3-642-24209-0;;;978-3-642-24208-3;;;conf/icisc/2010;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Information Security and Cryptology - ICISC 2010 - 13th International Conference, Seoul, Korea, December 1-3, 2010, Revised Selected Papers;db/conf/icisc/icisc2010.html;6829;2011
46558;8651160;;;BAI@IJCAI;;;Abdoulaye Baniré Diallo|Engelbert Mephu Nguifo|Mohammed J. Zaki;;http://ceur-ws.org/Vol-1718|https://nbn-resolving.org/urn:nbn:de:0074-1718-4;oa;;;;;conf/ijcai/2016bai;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the Workshop on Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap co-located with 25th International Joint Conference on Artificial Intelligence (IJCAI 2016), New-York, USA, July 11, 2016.;db/conf/ijcai/bai2016.html;1718;2016
23784;7323587;;;AAAI Workshop: Statistical Relational Artificial Intelligence;;;;;http://www.aaai.org/Library/Workshops/ws14-13.php;oa;;;;;conf/aaai/2014stat;2022-02-08;;;;;AAAI;;;;AAAI Technical Report;db/series/aaaiws/index.html;;;Statistical Relational Artificial Intelligence, Papers from the 2014 AAAI Workshop, Québec City, Québec, Canada, July 27, 2014;db/conf/aaai/stat2014.html;WS-14-13;2014
8419;6348897;;;PLILP;;;Martin Wirsing|Maurice Bruynooghe;;https://doi.org/10.1007/3-540-55844-6;;;3-540-55844-6;;;conf/plilp/1992;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Programming Language Implementation and Logic Programming, 4th International Symposium, PLILP'92, Leuven, Belgium, August 26-28, 1992, Proceedings;db/conf/plilp/plilp92.html;631;1992
41366;8373637;;;PAKDD (1);;;Hong Cheng 0001|Jaideep Srivastava|Kamal Karlapalem|Naren Ramakrishnan|P. Krishna Reddy|R. K. Agrawal 0001|Tanmoy Chakraborty 0002;0000-0002-0210-0369|0000-0003-1238-5174|0000-0003-2528-7979;https://doi.org/10.1007/978-3-030-75762-5;;;978-3-030-75761-8|978-3-030-75762-5;;;conf/pakdd/2021-1;2021-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Knowledge Discovery and Data Mining - 25th Pacific-Asia Conference, PAKDD 2021, Virtual Event, May 11-14, 2021, Proceedings, Part I;db/conf/pakdd/pakdd2021-1.html;12712;2021
9450;6421386;;;Wissensmanagement;;;Andreas Abecker|Gerd Stumme|Steffen Staab|Ulrich Reimer;;https://dl.gi.de/handle/20.500.12116/29901;oa;;3-88579-357-1;;;conf/wm/2003;2021-01-12;;;;;GI;;;;LNI;db/series/lni/index.html;;;WM 2003: Professionelles Wissensmanagement - Erfahrungen und Visionen, Beiträge der 2. Konferenz Professionelles Wissensmanagement, 2.-4. April 2003, Luzern, Switzerland;db/conf/wm/wm2003.html;P-28;2003
35775;8065031;;;ICCSA (5);;;Ana Maria A. C. Rocha|Beniamino Murgante|Bernady O. Apduhan|Carmelo Maria Torre|Chiara Garau|David Taniar|Eufemia Tarantino|Ivan Blecic|Osvaldo Gervasi|Sanjay Misra|Yeliz Karaca;0000-0001-8679-2886|0000-0001-8725-6719|0000-0002-2468-0771|0000-0002-3556-9331|0000-0002-4446-6705|0000-0002-6239-5402|0000-0002-8862-3960|0000-0003-2409-5959|0000-0003-4327-520X|0000-0003-4737-6040;https://doi.org/10.1007/978-3-030-58814-4;;;978-3-030-58813-7|978-3-030-58814-4;;;conf/iccsa/2020-5;2020-10-06;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Computational Science and Its Applications - ICCSA 2020 - 20th International Conference, Cagliari, Italy, July 1-4, 2020, Proceedings, Part V;db/conf/iccsa/iccsa2020-5.html;12253;2020
41086;8357290;;;Med-Hoc-Net;;;Guy Pujolle|Isabelle Guérin Lassous|Khaldoun Al Agha;;https://doi.org/10.1007/0-387-31173-4;;;978-0-387-31171-5;;;conf/medhocnet/2005;2017-05-21;;;;;Springer;;;;IFIP;db/series/ifip/index.html;;;Challenges in Ad Hoc Networking - Fourth Annual Mediterranean Ad Hoc Networking Workshop, June 21-24, 2005, Île de Porquerolles, France;db/conf/medhocnet/medhocnet2005.html;197;2006
2866;6000990;;;I-KNOW;;;Michael Granitzer|Stefanie N. Lindstaedt;;http://dl.acm.org/citation.cfm?id=2362456;;;978-1-4503-1242-4;;;conf/iknow/2012;2012-09-07;;;;;ACM;;;;;;;;12th International Conference on Knowledge Management and Knowledge Technologies, I-KNOW '12, Graz, Austria, September 5-7, 2012;db/conf/iknow/iknow2012.html;;2012
2910;6002544;;;SCC@AsiaCCS;;;Cong Wang|Murat Kantarcioglu;;https://doi.org/10.1145/3055259;;;978-1-4503-4970-3;;;conf/ccs/2017scc;2020-11-10;;;;;ACM;;;;;;;;Proceedings of the Fifth ACM International Workshop on Security in Cloud Computing, SCC@AsiaCCS 2017, Abu Dhabi, United Arab Emirates, April 2, 2017;db/conf/ccs/scc2017.html;;2017
20620;7143457;;;AltMM@MM;;;Omar Aziz Niamut|Rene Kaiser|Teresa Chambel|Wei Tsang Ooi;;https://doi.org/10.1145/3132361;;;978-1-4503-5507-0;;;conf/mm/2017altmm;2022-01-20;;;;;ACM;;;;;;;;Proceedings of the 2nd International Workshop on Multimedia Alternate Realities, AltMM '17, Mountain View, California, USA, October 27, 2017;db/conf/mm/altmm2017.html;;2017
30807;7743700;;;Koli Calling;;;Päivi Kinnunen|Simon;;http://dl.acm.org/citation.cfm?id=2674683;;;978-1-4503-3065-7;;;conf/kolicalling/2014;2014-11-10;;;;;ACM;;;;;;;;Proceedings of the 14th Koli Calling International Conference on Computing Education Research, Koli, Finland, November 20-23, 2014;db/conf/kolicalling/kolicalling2014.html;;2014
49986;8878937;;;VLDB PhD Workshop;;;Marc H. Scholl|Torsten Grust;;http://ceur-ws.org/Vol-76|https://nbn-resolving.org/urn:nbn:de:0074-76-9;oa;;;;;conf/vldb/2003phd;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the VLDB 2003 PhD Workshop. Co-located with the 29th International Conference on Very Large Data Bases (VLDB 2003). Berlin, September 12-13, 2003;db/conf/vldb/vldb2003phd.html;76;2003
45339;8583403;;;VISIGRAPP (4: VISAPP);;;Alain Trémeau|Giovanni Maria Farinella|José Braz;;;;;978-989-758-354-4;;;conf/visapp/2019-1;2019-06-04;;;;;SciTePress;;;;;;;;Proceedings of the 14th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications, VISIGRAPP 2019, Volume 4: VISAPP, Prague, Czech Republic, February 25-27, 2019.;db/conf/visapp/visapp2019-1.html;;2019
21017;7162870;;;Color Imaging: Displaying, Processing, Hardcopy, and Applications;;;Alessandro Rizzi|Gabriel G. Marcu|Reiner Eschbach;;http://proceedings.spiedigitallibrary.org/volume.aspx?volume=7866;;;978-0-8194-8403-1;;;conf/clrimg/2011;2016-07-15;;;;;SPIE;;;;SPIE Proceedings;;;;Color Imaging XVI: Displaying, Processing, Hardcopy, and Applications, San Francisco Airport, California, USA, January 24-27, 2011;db/conf/clrimg/clrimg2011.html;7866;2011
876;5870403;;;DCASE;;;Annamaria Mesaros|Benjamin Elizalde|Daniel P. W. Ellis|Eduardo Fonseca|Frederic Font|Magdalena Fuentes;;https://doi.org/10.5281/zenodo.5770113;;;978-84-09-36072-7;online;;conf/dcase/2021;2021-12-20;;;;;;;;;;;;;Proceedings of the 6th Workshop on Detection and Classification of Acoustic Scenes and Events 2021 (DCASE 2021), Online, November 15-19, 2021;db/conf/dcase/dcase2021.html;;2021
38288;8213914;;;SAB;;;Christian Balkenius|John Hallam|Tom Ziemke;0000-0002-1478-6329;https://doi.org/10.1007/978-3-642-33093-3;;;978-3-642-33092-6;;;conf/sab/2012;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;From Animals to Animats 12 - 12th International Conference on Simulation of Adaptive Behavior, SAB 2012, Odense, Denmark, August 27-30, 2012. Proceedings;db/conf/sab/sab2012.html;7426;2012
21252;7171898;;;CAiSE;;;Jaap Gordijn|Pascal van Eck|Roel J. Wieringa;;https://doi.org/10.1007/978-3-642-02144-2;;;978-3-642-02143-5;;;conf/caise/2009;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advanced Information Systems Engineering, 21st International Conference, CAiSE 2009, Amsterdam, The Netherlands, June 8-12, 2009. Proceedings;db/conf/caise/caise2009.html;5565;2009
4865;6103341;;;WebMedia;;;Carlos de Salles Soares Neto|César Augusto Camillo Teixeira|Fábio de Jesus Lima Gomes|Jussara Marques de Almeida|Ricardo de Andrade Lira Rabelo|Roberto Willrich|Windson Viana de Carvalho;;https://doi.org/10.1145/2976796;;;978-1-4503-4512-5;;;conf/webmedia/2016;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 22nd Brazilian Symposium on Multimedia and the Web, Webmedia 2016, Teresina, Piauí State, Brazil, November 8-11, 2016;db/conf/webmedia/webmedia2016.html;;2016
2039;5961093;;;ICST E-Energy;;;Anke Weidlich|Aris L. Dimeas|Nikos D. Hatziargyriou|Thomai Tomtsi;0000-0001-6394-6926|0000-0003-2361-0912;http://eudl.eu/proceedings/E-ENERGY/2010|https://doi.org/10.1007/978-3-642-19322-4|https://www.wikidata.org/entity/Q63866260;;;978-3-642-19321-7;;;conf/energyware/2010;2021-10-14;;;;;Springer;;;;Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering;db/series/lnicst/index.html;;;Energy-Efficient Computing and Networking - First International Conference, E-Energy 2010, Athens, Greece, October 14-15, 2010, Revised Selected Papers;db/conf/energyware/energyware2010.html;54;2011
20603;7142040;;;MMSports@MM;;;Hideo Saito|Rainer Lienhart|Thomas B. Moeslund;;https://doi.org/10.1145/3475722;;;978-1-4503-8670-8;;;conf/mm/2021mmsports;2021-11-19;;;;;ACM;;;;;;;;MMSports@MM 2021: Proceedings of the 4th International Workshop on Multimedia Content Analysis in Sports, Virtual Event, China, 20 October 2021;db/conf/mm/mmsports2021.html;;2021
43300;8456328;;;DBPL;;;Paolo Atzeni|Val Tannen;;http://ewic.bcs.org/category/17157;;;3-540-76086-5;;;conf/dbpl/95;2019-05-27;;;;;Springer;;;;Electronic Workshops in Computing;db/series/wic/index.html;;;Database Programming Languages (DBPL-5), Proceedings of the Fifth International Workshop on Database Programming Languages, Gubbio, Umbria, Italy, 6-8 September 1995;db/conf/dbpl/dbpl95.html;;1996
27413;7539996;;;Informatiktage;;;Ludger Porada;;https://dl.gi.de/handle/20.500.12116/4389;;;978-3-88579-442-4;;;conf/informatiktage/2009;2021-12-20;;;;;GI;;;;LNI;db/series/lni/index.html;;;Informatiktage 2009 - Fachwissenschaftlicher Informatik-Kongress 27. und 28. März 2009, B-IT Bonn-Aachen International Center for Information Technology in Bonn;db/conf/informatiktage/informatiktage2009.html;S-8;2009
49967;8878342;;;BPOE@ASPLOS/VLDB;;;Chuliang Weng|Jianfeng Zhan|Rui Han 0001;;https://doi.org/10.1007/978-3-319-13021-7;;;978-3-319-13020-0;;;conf/vldb/2014bpoe;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Big Data Benchmarks, Performance Optimization, and Emerging Hardware - 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5, 2014, Revised Selected Papers;db/conf/vldb/bpoe2014.html;8807;2014
40372;8313113;;;SHARK@ICSE;;;Paris Avgeriou|Patricia Lago|Philippe Kruchten;;http://dl.acm.org/citation.cfm?id=1833335;;;978-1-60558-967-1;;;conf/icse/2010shark;2015-08-13;;;;;ACM;;;;;;;;Proceedings of the 2010 ICSE Workshop on Sharing and Reusing Architectural Knowledge, SHARK 2010, Cape Town, South Africa, May 2, 2010;db/conf/icse/shark2010.html;;2010
32728;7867345;;;ICISC;;;Dong-Guk Han|Hyang-Sook Lee;;https://doi.org/10.1007/978-3-319-12160-4;;;978-3-319-12159-8;;;conf/icisc/2013;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Information Security and Cryptology - ICISC 2013 - 16th International Conference, Seoul, Korea, November 27-29, 2013, Revised Selected Papers;db/conf/icisc/icisc2013.html;8565;2014
49739;8864917;;;SRDS;;;;;http://www.computer.org/csdl/proceedings/srds/2002/1659/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/8406/proceeding;;;0-7695-1659-9;;;conf/srds/2002;2019-10-16;;;;;IEEE Computer Society;;;;;;;;21st Symposium on Reliable Distributed Systems (SRDS 2002), 13-16 October 2002, Osaka, Japan;db/conf/srds/srds2002.html;;2002
25261;7427022;;;SIGDIAL Conference;;;;;https://aclanthology.org/W14-4300/|https://aclanthology.org/volumes/W14-43/;oa|oa;;978-1-941643-21-1;;;conf/sigdial/2014;2021-08-06;;;;;The Association for Computer Linguistics;;;;;;;;Proceedings of the SIGDIAL 2014 Conference, The 15th Annual Meeting of the Special Interest Group on Discourse and Dialogue, 18-20 June 2014, Philadelphia, PA, USA;db/conf/sigdial/sigdial2014.html;;2014
33858;7950965;;;ILP;;;Bernhard Pfahringer|Stefan Kramer 0001;;https://doi.org/10.1007/11536314;;;3-540-28177-0;;;conf/ilp/2005;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Inductive Logic Programming, 15th International Conference, ILP 2005, Bonn, Germany, August 10-13, 2005, Proceedings;db/conf/ilp/ilp2005.html;3625;2005
7659;6272873;;;VLSI-SoC;;;Lorena Garcia;;https://ieeexplore.ieee.org/xpl/conhome/6996506/proceeding;;;978-1-4799-6016-3;;;conf/vlsi/2014soc;2019-10-16;;;;;IEEE;;;;;;;;22nd International Conference on Very Large Scale Integration, VLSI-SoC, Playa del Carmen, Mexico, October 6-8, 2014;db/conf/vlsi/vlsisoc2014.html;;2014
13029;6683829;;;Languages: From Formal to Natural;;;Michael Kaminski|Orna Grumberg|Shmuel Katz|Shuly Wintner;;https://doi.org/10.1007/978-3-642-01748-3;;;978-3-642-01747-6;;;conf/birthday/2009francez;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Languages: From Formal to Natural, Essays Dedicated to Nissim Francez on the Occasion of His 65th Birthday;db/conf/birthday/francez2009.html;5533;2009
17779;6965606;;;IPTComm;;;Georg Carle|Gonzalo Camarillo|Helmut Reiser|Vijay K. Gurbani;;;;;978-1-4503-0631-7;;;conf/iptcomm/2010;2011-04-15;;;;;ACM;;;;;;;;Principles, Systems and Applications of IP Telecommunications. Fourth International Conference, IPTComm 2010, Munich, Germany, August 2-4, 2010. Proceedings;db/conf/iptcomm/iptcomm2010.html;;2010
542;2160856;;;Trans. Comput. Sci.;;;Bahman Kalantari|C. J. Kenneth Tan|Marina L. Gavrilova;;https://doi.org/10.1007/978-3-642-41905-8;;;978-3-642-41904-1;;;journals/tcos/2013-20;2020-03-13;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Transactions on Computational Science XX - Special Issue on Voronoi Diagrams and Their Applications;db/journals/tcos/tcos20.html;8110;2013
32918;7875776;;;MSWiM;;;Azzedine Boukerche|Paolo Bellavista|Salil S. Kanhere;0000-0003-0992-7948;https://doi.org/10.1145/3242102;;;978-1-4503-5960-3;;;conf/mswim/2018;2020-03-27;;;;;ACM;;;;;;;;Proceedings of the 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems, MSWiM 2018, Montreal, QC, Canada, October 28 - November 02, 2018;db/conf/mswim/mswim2018.html;;2018
