;book:ID;author:string[];author-bibtex:string;author-orcid:string[];booktitle:string;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];isbn:string[];isbn-type:string[];key:string;mdate:date;month:string;note:string;note-type:string;pages:string[];publisher:string;publisher-href:string;publtype:string;school:string[];series:string;series-href:string;sub:string;sup:string[];title:string;url:string;volume:string;year:int
7210;2863259;Anshuman Chandra|Krishnendu Chakrabarty|Vikram Iyengar;;;;;;;;;;http://www.springer.com/engineering/circuits+%26+systems/book/978-1-4020-7119-5;;;978-1-4020-7119-5;;books/daglib/0029046;2012-09-04;;;;I-XII, 1-232;Kluwer / Springer;;;;Frontiers in electronic testing;;;;Test Resource Partitioning for System-on-a-Chip.;;20;2002
4413;2860131;Stephan Kaufmann;;;;;;;;;;;;;978-3-7643-2832-0;;books/daglib/0069630;2011-05-02;;;;I-IV, 1-396;Birkhäuser;;;;;;;;Mathematica als Werkzeug - eine Einführung mit Anwendungsbeispielen.;;;1992
7240;2863292;Luigi Quartapelle;;;;;;;;;;;;;978-3-7643-2935-8;;books/daglib/0078100;2019-07-18;;;;I-XII, 1-291;Birkhäuser;;;;International series of numerical mathematics;;;;Numerical solution of the incompressible Navier-Stokes equations.;;113;1993
4471;2860195;Peter Hoppen;;;;;;;;;;;;;978-3-411-15751-8;;books/daglib/0070322;2019-07-18;;;;1-242;BI-Wissenschaftsverlag;;;;Reihe Informatik;;;;Autonome mobile Roboter - Echtzeitnavigation in bekannter und unbekannter Umgebung.;;87;1992
12457;2872082;David Walker|Davide Sangiorgi;;;;;;;;;;;;;978-0-521-78177-0;;books/daglib/0004377;2011-04-13;;;;I-XII, 1-580;Cambridge University Press;;;;;;;;The Pi-Calculus - a theory of mobile processes.;;;2001
2098;2850536;Michael A. Zarro|Wei Ding|Xia Lin;;;;;;;;;;https://doi.org/10.2200/S00755ED2V01Y201701ICR056;;;;;series/synthesis/2017Ding;2017-09-11;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Information Concepts, Retrieval, and Services;db/series/synthesis/icr.html;;;Information Architecture: The Design and Integration of Information Spaces, Second Edition;;;2017
8743;2865013;Patrick Suppes;;;;;;;;;;;;;978-1-57586-333-7;;books/daglib/0005085;2019-07-15;;;;I-XV, 1-536;CSLI Publications;;;;CSLI lecture notes series;;;;Representation and invariance of scientific structures.;;130;2002
10645;2867152;Bill Kennedy|Chuck Musciano;;;;;;;;;;http://www.oreilly.de/catalog/html6/;;;978-0-596-52732-7;;books/daglib/0017189;2011-03-24;;;;I-XXI, 1-654;O'Reilly;;;;;;;;HTML and XHTML - the definitive guide: creating effective web pages (6. ed.).;;;2006
14428;2878792;Philippe Lamarre;;;;;;;;;;https://tel.archives-ouvertes.fr/tel-00464482;;;;;books/hal/Lamarre09;2017-09-29;;;;;;;habil;University of Nantes, France;;;;;Contributions à la recherche d'information dans des systèmes distribués, ouverts, intégrant des participants autonomes.;;;2009
13226;2872939;Kendall L. Su;;;;;;;;;;;;;;;books/daglib/0072180;2011-02-03;;;;I-XIV, 1-369;McGraw-Hill;;;;;;;;Active network synthesis.;;;1965
22;4697;;;;Encyclopedia of Knowledge Management;;;;;David G. Schwartz|Dov Te'eni;;https://doi.org/10.4018/978-1-59904-931-1;;;9781599049311;;reference/knowledge/2011;2017-05-16;;;;;IGI Global;;;;;;;;Encyclopedia of Knowledge Management, Second Edition;db/reference/knowledge/knowledge2011.html;;2011
7612;2863730;Yang Xiang;;;;;;;;;;;;;978-0-521-81308-2;;books/daglib/0006686;2011-04-12;;;;I-XII, 1-294;Cambridge University Press;;;;;;;;Probabilistic reasoning in multiagent systems - a graphical models approach.;;;2002
17293;2889836;;;;Handbook of Digital Face Manipulation and Detection;;;;;Christian Rathgeb|Christoph Busch 0001|Rubén Tolosana|Rubén Vera-Rodríguez;;https://doi.org/10.1007/978-3-030-87664-7;;;978-3-030-87663-0|978-3-030-87664-7;;books/sp/22/RTVB2022;2022-02-04;;;;;Springer;;;;Advances in Computer Vision and Pattern Recognition;db/series/acvpr/index.html;;;Handbook of Digital Face Manipulation and Detection - From DeepFakes to Morphing Attacks;db/books/collections/RTVB2022.html;;2022
16922;2888556;David Sands|Stefan Axelsson;;;;;;;;;;https://doi.org/10.1007/0-387-27636-X;;;978-0-387-27634-2;;books/sp/AxelssonS06;2017-05-16;;;;1-145;Springer;;;;Advances in Information Security;db/series/ais/index.html;;;Understanding Intrusion Detection Through Visualization;;24;2006
2819;2853088;;;;;;;;;Alexander Mehler|Reinhard Köhler;;https://doi.org/10.1007/978-3-540-37522-7;;;978-3-540-37520-3;;series/sfsc/2007-209;2017-05-16;;;;;;;;;Studies in Fuzziness and Soft Computing;db/series/sfsc/index.html;;;Aspects of Automatic Text Analysis;db/series/sfsc/sfsc209.html;209;2007
13903;2876457;;;;Biology, Computation and Linguistics;;;;;Gemma Bel Enguix|Maria Dolores Jiménez-López|Verónica Dahl;;http://www.booksonline.iospress.nl/Content/View.aspx?piid=20081;;;978-1-60750-761-1;;books/ios/BDJ2011;2017-03-23;;;;;IOS Press;;;;Frontiers in Artificial Intelligence and Applications;db/series/faia/index.html;;;Biology, Computation and Linguistics - New Interdisciplinary Paradigms;db/books/collections/BDJ2011.html;228;2011
142;2840106;;;;Consumer Depth Cameras for Computer Vision;;;;;Andrea Fossati|Helmut Grabner|Juergen Gall|Kurt Konolige|Xiaofeng Ren;;https://doi.org/10.1007/978-1-4471-4640-7;;;978-1-4471-4639-1|978-1-4471-4640-7;;series/acvpr/978-1-4471-4640-7;2017-05-16;;;;;Springer;;;;Advances in Computer Vision and Pattern Recognition;db/series/acvpr/index.html;;;Consumer Depth Cameras for Computer Vision, Research Topics and Applications;db/series/acvpr/cameras2013.html;;2013
16306;2884472;Krassimir T. Atanassov;;;;;;;;;;https://doi.org/10.1007/978-3-7908-1870-3;;;978-3-7908-1870-3|978-3-7908-2463-6;;books/sp/Atanassov99;2019-07-23;;;;1-324;Physica-Verlag;;;;Studies in Fuzziness and Soft Computing;;;;Intuitionistic Fuzzy Sets - Theory and Applications;;35;1999
9951;2866359;Kimmo Karvinen|Tero Karvinen;;;;;;;;;;http://www.oreilly.de/catalog/9781449389710/index.html;;;978-1-449-38971-0;;books/daglib/0026600;2011-05-05;;;;I-XIV, 1-278;O'Reilly;;;;;;;;Make - Arduino Bots and Gadgets: Learning by Discovery: Six Embedded Projects with Open Source Hardware and Software.;;;2011
18938;2897410;Patrick Chan|Rosanna Lee;;;;;;;;;;;;;0-201-31003-1;;books/aw/ChanL98;2002-01-28;;;;;Addison-Wesley;;;;;;;;The Java Class Libraries, Second Edition, Volume 2;;;1998
13892;2876446;;;;;;;;;Antonio Pernice|Hervé Doare|Otto Rienhoff;;http://www.booksonline.iospress.nl/Content/View.aspx?piid=22658;;;978-90-5199-225-0;;books/ios/PerniceDR95;2019-07-10;;;;;IOS Press;;;;Studies in Health Technology and Informatics;db/series/shti/index.html;;;Healthcare Card Systems - EUROCARDS Concerted Action: European Commission, Healthcare Telematics, DG XIII - C4;;22;1995
12805;2872471;Guy Harrison|Steven Feuerstein;;;;;;;;;;;;;978-0-596-10089-6;;books/daglib/0015969;2011-03-23;;;;I-XXIII, 1-609;O'Reilly;;;;;;;;MySQL stored procedure programming - building high-performance web applications with PHP, Perl, Python, Java and .NET: covers MySQL 5.;;;2006
9074;2865385;Roger Bailey;;;;;;;;;;;;;978-0-13-338237-2;;books/daglib/0068782;2011-05-03;;;;I-XII, 1-301;Ellis Horwood;;;;Ellis Horwood series in computers and their applications;;;;Functional programming with HOPE.;;;1990
7124;2863160;Mark Grand;;;;;;;;;;;;;978-1-56592-204-4;;books/daglib/0086210;2011-04-21;;;;I-XIV, 1-448;O'Reilly;;;;;;;;Java Language Reference.;;;1997
2320;2850758;Kyriacos A. Athanasiou|Roman M. Natoli;;;Introduction to Continuum Biomechanics;;;;;;;https://doi.org/10.2200/S00121ED1V01Y200805BME019;;;;;series/synthesis/2008Athanasiou;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Biomedical Engineering;db/series/synthesis/bme.html;;;Introduction to Continuum Biomechanics;;;2008
6646;2862631;Andreas Lüscher|Andreas Straubinger;;;;;;;;;;;;;978-3-7281-2260-5;;books/daglib/0084061;2011-04-26;;;;I-VII, 1-109;vdf;;;;;;;;Objektorientierte Technologien - eine Einführung.;;;1996
10298;2866755;Michael Santifaller;;;;;;;;;;;;;978-3-89319-246-5;;books/daglib/0067817;2011-05-03;;;;I-XVI, 1-298;Addison-Wesley;;;;;;;;TCP/IP und NFS in Theorie und Praxis - Unix in lokalen Netzen.;;;1990
19245;8963041;Felix Flentge;;;;;;;;;;https://d-nb.info/986313769;;;978-3-8364-4614-3;;phd/de/Flentge2007;2021-07-17;;;;1-133;VDM Verlag Dr. Müller, Saarbrücken, Germany;;;Johannes Gutenberg University Mainz;;;;;Maschinelles Lernen von Aktionen: adaptive Funktionsapproximation für Reinforcement-Learning auf der Basis von selbstorganisierenden Karten.;;;2007
3049;2853481;Aleksandar Colic|Borko Furht|Oge Marques;;;;;;;;;;https://doi.org/10.1007/978-3-319-11535-1;;;978-3-319-11534-4|978-3-319-11535-1;;series/sbcs/ColicMF14;2017-05-16;;;;1-50;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Driver Drowsiness Detection - Systems and Solutions;;;2014
1785;2850223;Daniel J. Pack|Steven F. Barrett;;;Microcontroller Programming and Interfacing Texas Instruments MSP430, Part I;;;;;;;https://doi.org/10.2200/S00317ED1V01Y201105DCS032;;;;;series/synthesis/2011Barrett1;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Digital Circuits and Systems;db/series/synthesis/dcs.html;;;Microcontroller Programming and Interfacing Texas Instruments MSP430, Part I;;;2011
4566;2860310;Douglas N. Walton;;;;;;;;;;;;;978-0-8058-4760-4;;books/daglib/0018977;2011-04-14;;;;I-XIV, 1-311;Lawrence Erlbaum;;;;;;;;Relevance in argumentation.;;;2003
7233;2863285;Derek J. Balling|Jeremy D. Zawodny;;;;;;;;;;http://www.oreilly.de/catalog/hpmysql/index.html;;;978-0-596-00306-7;;books/daglib/0010738;2011-04-07;;;;I-XVI, 1-276;O'Reilly;;;;;;;;High performance MySQL - optimization, backups, replications, and load balancing: advanced tools and techniques for MySQL administrators.;;;2004
205;2840682;;;;Advances in Web Semantics I;;;;;Elizabeth Chang 0001|Katia P. Sycara|Robert Meersman|Tharam S. Dillon;;https://doi.org/10.1007/978-3-540-89784-2|https://www.wikidata.org/entity/Q56840163;;;978-3-540-89783-5;;series/lncs/4891;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Web Semantics I - Ontologies, Web Services and Applied Semantic Web;db/series/lncs/lncs4891.html;4891;2009
1160;2848994;;;;;;;;;Regina Bernhaupt;;https://doi.org/10.1007/978-1-84882-963-3;;;978-1-84882-962-6;;series/hci/Bernhaupt10;2017-05-16;;;;;Springer;;;;Human-Computer Interaction Series;db/series/hci/index.html;;;Evaluating User Experience in Games - Concepts and Methods;db/series/hci/Bernhaupt10.html;;2010
16687;2886758;Frithjof Dau;;;;;;;;;;https://doi.org/10.1007/b94030;;;3-540-20607-8;;books/sp/Dau03;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;The Logic System of Concept Graphs with Negation And Its Relationship to Predicate Logic;;2892;2003
3925;2858054;Francesco Di Iorio;;;;;;;;;;https://doi.org/10.1007/978-3-319-19512-4;;;978-3-319-19511-7|978-3-319-19512-4;;series/sapere/Iorio15;2017-05-16;;;;1-185;Springer;;;;Studies in Applied Philosophy, Epistemology and Rational Ethics;db/series/sapere/index.html;;;Cognitive Autonomy and Methodological Individualism - The Interpretative Foundations of Social Life;;22;2015
18518;2895352;Hans-Jürgen Zimmermann;;;;;;;;;;https://doi.org/10.1007/978-94-015-7949-0;;;978-94-015-7949-0|978-94-015-7951-3;;books/sp/Zimmermann91;2019-07-23;;;;1-399;Springer;;;;;;;;Fuzzy Set Theory - and Its Applications;;;1991
3301;2854138;Amnon Meisels;;;;;;;;;;https://doi.org/10.1007/978-1-84800-040-7;;;978-1-84800-039-1|978-1-84800-040-7;;series/aikp/Meisels08;2017-05-16;;;;1-216;Springer;;;;Advanced Information and Knowledge Processing;db/series/aikp/index.html;;;Distributed Search by Constrained Agents - Algorithms, Performance, Communication.;;;2008
2217;2850655;Robert G. Watts;;;Essentials of Applied Mathematics for Engineers and Scientists;;;;;;;https://doi.org/10.2200/S00377ED1V01Y201202MAS012;;;;;series/synthesis/2012Watts;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Mathematics and Statistics;db/series/synthesis/mas.html;;;Essentials of Applied Mathematics for Engineers and Scientists, Second Edition;;;2012
2976;2853407;Duy Trong Ngo|Tho Le-Ngoc;;;;;;;;;;https://doi.org/10.1007/978-3-319-04822-2;;;978-3-319-04821-5|978-3-319-04822-2;;series/sbcs/NgoL14;2017-05-16;;;;1-121;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Architectures of Small-Cell Networks and Interference Management;;;2014
231;2840952;Wieslawa Widlak;;;;;;;;;;https://doi.org/10.1007/978-3-642-45361-8;;;978-3-642-45360-1;;series/lncs/Widlak13;2019-05-14;;;;1-153;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Molecular Biology - Not Only for Bioinformaticians;;8248;2013
8468;2864703;Dan Pilone;;;;;;;;;;http://www.oreilly.de/catalog/umlpr/index.html;;;978-0-596-00497-2;;books/daglib/0009154;2011-04-12;;;;I-VI, 1-81;O'Reilly;;;;;;;;UML - pocket reference: UML syntax and usage.;;;2003
8342;2864562;Joel M. Crichlow;;;;;;;;;;;;;978-0-13-481094-2;;books/daglib/0068827;2011-04-27;;;;I-X, 1-209;Prentice Hall;;;;;;;;An introduction to distributed and parallel computing.;;;1988
13347;2873071;;;;;;;;;Kevin Burns|Shlomo Argamon|Shlomo Dubnov;;https://doi.org/10.1007/978-3-642-12337-5;;;978-3-642-12336-8;;books/daglib/0025467;2017-05-16;;;;;Springer;;;;;;;;The Structure of Style - Algorithmic Approaches to Understanding Manner and Meaning.;db/books/collections/ABD2010.html;;2010
2122;2850560;Dennis Abts|John Kim;;0000-0003-3958-3891;High Performance Datacenter Networks: Architectures, Algorithms, and Opportunities;;;;;;;https://doi.org/10.2200/S00341ED1V01Y201103CAC014;;;;;series/synthesis/2011Abts;2021-04-09;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Computer Architecture;db/series/synthesis/cac.html;;;High Performance Datacenter Networks: Architectures, Algorithms, and Opportunities;;;2011
2372;2850810;Antonia Papandreou-Suppappola|Darryl Morrell|Sandeep Prasad Sira;;;Advances in Waveform-Agile Sensing for Tracking;;;;;;;https://doi.org/10.2200/S00168ED1V01Y200812ASE002;;;;;series/synthesis/2008Sira;2017-05-16;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Algorithms and Software in Engineering;db/series/synthesis/ase.html;;;Advances in Waveform-Agile Sensing for Tracking;;;2008
12778;2872442;David W. Chadwick;;;;;;;;;;;;;978-0-412-43020-6;;books/daglib/0074089;2011-04-12;;;;I-XVII, 1-404;Chapman and Hall;;;;;;;;Understanding X.500 - the directory.;;;1994
4696;2860454;Scott Aaronson;;;;;;;;;;http://www.cambridge.org/de/academic/subjects/physics/quantum-physics-quantum-information-and-quantum-computation/quantum-computing-democritus?format=PB;;;978-0-521-19956-8;;books/daglib/0032853;2014-03-12;;;;I-XXX, 1-370;Cambridge University Press;;;;;;;;Quantum Computing since Democritus.;;;2013
9290;2865621;Alessandro Rubini|Jonathan Corbet;;;;;;;;;;;;;978-0-596-00008-0;;books/daglib/0004370;2011-04-12;;;;I-XIX, 1-564;O'Reilly;;;;;;;;Linux device drivers - covers Linux 2.4 (2. ed.).;;;2001
9712;2866083;David Wolfe|Elwyn R. Berlekamp;;;;;;;;;;;;;978-0-923891-36-7;;books/daglib/0005752;2011-04-08;;;;I-XX, 1-234;A K Peters;;;;;;;;Mathematical Go endgames - nightmares for the professional Go player.;;;1994
13384;2873110;Ludger Humbert;;;;;;;;;;;;;3-8351-0038-6;;books/teu/Humbert2005;2008-07-22;;;;;Teubner;;;;;;;;Didaktik der Informatik, mit praxiserprobtem Unterrichtsmaterial.;;;2005
18838;2897254;Giuseppe Di Battista|Ioannis G. Tollis|Peter Eades|Roberto Tamassia;;;;;;;;;;;;;0-13-301615-3;;books/ph/BattistaETT99;2002-02-11;;;;;Prentice-Hall;;;;;;;;Graph Drawing: Algorithms for the Visualization of Graphs;;;1999
18659;2896447;Johannes Viegener;;;;;;;;;;https://d-nb.info/950552046;;;3-89601-428-5;;books/infix/Viegener97;2021-07-17;;;;;Infix Verlag, St. Augustin, Germany;;;Karlsruhe Institute of Technology;DISDBIS;db/series/disdbis/index.html;;;Inkrementelle, domänenunabhängige Thesauruserstellung in dokumentbasierten Informationssystemen durch Kombination von Konstruktionsverfahren.;;28;1997
5657;2861531;Michael Haines|Tom Bialaski;;;;;;;;;;;;;978-0-13-030678-4;;books/daglib/0003712;2011-04-12;;;;I-XXVII, 1-372;Prentice Hall;;;;Sun Blueprints;;;;Solaris and LDAP naming services - deploying LDAP in the enterprise.;;;2001
9370;2865709;José Antonio Heredia|Minna Pikkarainen|Nick Boucart|Wim Codenie;;;;;;;;;;https://doi.org/10.1007/978-3-642-21049-5;;;978-3-642-21048-8;;books/daglib/0027904;2017-05-16;;;;I-XXI, 1-200;Springer;;;;;;;;The Art of Software Innovation - Eight Practice Areas to Inspire your Business.;;;2011
11578;2868195;Jörg Poswig;;;;;;;;;;;;;978-3-446-17990-5;;books/daglib/0087766;2011-04-28;;;;I-XI, 1-288;Hanser;;;;;;;;Visuelle Programmierung - Computerprogramme auf graphischem Wege erstellen.;;;1996
6729;2862720;Daniel T. Larose|Zdravko Markov;;;;;;;;;;;;;978-0-471-66655-4;;books/daglib/0018246;2011-03-21;;;;I-XVI, 1-218;Wiley;;;;;;;;Data mining the web - uncovering patterns in web content, structure, and usage.;;;2007
9167;2865488;Chi Tat Chong|Liang Yu;;;;;;;;;;https://www.degruyter.com/view/product/180947;;;978-3-11-027555-1;;books/daglib/0040378;2021-12-10;;;;I-XIII, 1-306;de Gruyter Oldenbourg;;;;de Gruyter series in logic and its applications;;;;Recursion Theory - Computational Aspects of Definability.;;8;2015
4432;2860153;René Lalement;;;;;;;;;;;;;978-0-13-770009-7;;books/daglib/0072149;2011-04-29;;;;I-XI, 1-387;Prentice Hall;;;;Prentice Hall International series in computer science;;;;Computation as logic.;;;1993
4625;2860377;Anthony Oliver|Katherine Scott|Kurt DeMaagd|Nathan Oostendorp;;;;;;;;;;http://www.oreilly.de/catalog/9781449320362/index.html;;;978-1-449-32036-2;;books/daglib/0029573;2018-05-23;;;;I-X, 1-240;O'Reilly;;;;;;;;Practical Computer Vision with SimpleCV - Making Computers See in Python.;;;2012
10024;2866436;Marvin Minsky|Seymour Papert;;;;;;;;;;;;;978-0-262-63111-2;;books/daglib/0066902;2011-05-05;;;;I-XV, 1-292;MIT Press;;;;;;;;Perceptrons - an introduction to computational geometry.;;;1987
2984;2853415;Kan Yang 0001|Xiaohua Jia;;;;;;;;;;https://doi.org/10.1007/978-1-4614-7873-7;;;978-1-4614-7872-0|978-1-4614-7873-7;;series/sbcs/YangJ14;2017-05-16;;;;i-xi, 1-83;Springer;;;;Springer Briefs in Computer Science;db/series/sbcs/index.html;;;Security for Cloud Storage Systems.;;;2014
13441;2874117;;;;Nature-Inspired Informatics for Intelligent Applications and Knowledge Discovery;;;;;Raymond Chiong;;https://doi.org/10.4018/978-1-60566-705-8;;;978-1-60566-706-5;;books/igi/Chiong2010a;2017-05-16;;;;;IGI Global;;;;;;;;Nature-Inspired Informatics for Intelligent Applications and Knowledge Discovery: Implications in Business, Science, and Engineering;db/books/collections/Chiong2010a.html;;2010
5191;2861007;C. J. Date 0001;;;;;;;;;;;;;978-0-201-82459-9;;books/daglib/0076706;2021-05-15;;;;I-XVIII, 1-542;Addison-Wesley;;;;;;;;Relational Database Writings 1991-1994.;;;1995
1747;2850185;Amit Hagar;;0000-0002-7920-975X;The Complexity of Noise;;;;;;;https://doi.org/10.2200/S00290ED1V01Y201007QMC004;;;;;series/synthesis/2010Hagar;2020-03-27;;;;;Morgan & Claypool Publishers;;;;Synthesis Lectures on Quantum Computing;db/series/synthesis/qmc.html;;;The Complexity of Noise: A Philosophical Outlook on Quantum Error Correction;;;2010
7476;2863565;Jonathan Zdziarski;;;;;;;;;;http://www.oreilly.de/catalog/9780596154059/index.html;;;978-0-596-15405-9;;books/daglib/0022170;2011-02-08;;;;I-XXIII, 1-366;O'Reilly;;;;;;;;iPhone SDK Application Development - Building Applications for the AppStore: includes an objective-C Mini-Primer.;;;2009
7291;2863352;Bernhard Eschermann;;;;;;;;;;;;;978-3-540-56788-2;;books/daglib/0070800;2011-04-28;;;;I-XI, 1-285;Springer;;;;Springer-Lehrbuch;;;;Funktionaler Entwurf digitaler Schaltungen - Methoden und CAD-Techniken.;;;1993
11167;2867733;Oliver Kramer 0001;;;;;;;;;;https://doi.org/10.1007/978-3-319-03422-5;;;978-3-319-03421-8|978-3-319-03422-5;;books/daglib/0034540;2021-11-12;;;;I-IX, 1-94;Springer;;;;SpringerBriefs in Applied Sciences and Technology;;;;A Brief Introduction to Continuous Evolutionary Optimization.;;;2014
18710;2896545;Peter Hartel;;;;;;;;;;https://d-nb.info/949797480;;;3-89601-422-6;;books/infix/Hartel97;2021-07-17;;;;1-196;Infix Verlag, St. Augustin, Germany;;;University of Braunschweig;DISDBIS;db/series/disdbis/index.html;;;Konzeptionelle Modellierung von Informationssystemen als verteilte Objektsysteme.;;22;1997
