;incollection:ID;author:string[];author-orcid:string[];booktitle:string;cdrom:string;chapter:int;cite:string[];cite-label:string[];crossref:string;ee:string[];ee-type:string[];i:string[];key:string;mdate:date;note:string;number:string;pages:string;publisher:string;publisher-href:string;publtype:string;sub:string[];sup:string[];title:string;url:string;year:int
6050;6685;Cliff C. N. Sze|Jiang Hu;;Handbook of Algorithms for Physical Design Automation;;;;;reference/crc/2008apda;https://doi.org/10.1201/9781420013481.ch28;;;reference/crc/HuS08;2017-07-12;;;;;;encyclopedia;;;Buffering in the Layout Environment.;db/reference/crc/apda2008.html#HuS08;2008
50359;2877502;David S. Ebert;;The Computer Science and Engineering Handbook;;;;;books/crc/tucker1997;;;;books/crc/tucker97/Ebert97;2017-07-09;;;1226-1244;;;encyclopedia;;;Advanced Geometric Modeling.;db/books/collections/tucker97.html#Ebert97;1997
43685;2859835;Anneke T. M. Goossen-Baremans|William T. F. Goossen;;Health Information Governance in a Digital Environment;;;;;series/shti/193;https://doi.org/10.3233/978-1-61499-291-2-231;;;series/shti/GoossenG13;2017-05-16;;;231-260;;;;;;Clinical Professional Governance for Detailed Clinical Models.;db/series/shti/shti193.html#GoossenG13;2013
2486;3089;J. Goodlett McDaniel|J. Mark Pullen;;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse937;;;reference/wiley/PullenM08;2017-05-16;;;;;;;;;Distance Education in Computer Science.;db/reference/wiley/wiley2008.html#PullenM08;2008
37492;2852051;Hsinchun Chen|Michael Chau|Roslin V. Hauck;;Advances in Digital Government;;;;;series/ads/2002-26;https://doi.org/10.1007/0-306-47374-7_10;;;series/ads/HauckCC02;2017-05-16;;;163-179;;;;;;COPLINK - Arming Law Enforcement with New Knowledge Management Technologies.;db/series/ads/ads26.html#HauckCC02;2002
20415;21112;;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_100688;;;reference/snam/X14a;2017-07-12;;;1;;;encyclopedia;;;Accuracy.;db/reference/snam/snam2014.html#X14a;2014
12284;12935;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_100597;;;reference/gis/X17vd;2017-07-12;;;1011;;;encyclopedia;;;Indoor Location Estimation.;db/reference/gis/gis2017.html#X17vd;2017
62582;2893770;Alexander R. Statnikov|Isabelle Guyon;;Cause Effect Pairs in Machine Learning;;;;;books/sp/19/GSB2019;https://doi.org/10.1007/978-3-030-21810-2_7;;;books/sp/19/GuyonS19;2020-04-09;;;237-256;;;;;;Results of the Cause-Effect Pair Challenge.;db/books/collections/GSB2019.html#GuyonS19;2019
62030;2893201;Andrea Gasparri|Bhaskar Krishnamachari|Jiong Jin|Pradipta Ghosh;;Mission-Oriented Sensor Networks and Systems (2);;;;;books/sp/Ab2019;https://doi.org/10.1007/978-3-319-92384-0_16;;;books/sp/19/GhoshGJK19;2020-02-12;;;545-595;;;;;;Robotic Wireless Sensor Networks.;db/books/collections/Ab2019.html#GhoshGJK19;2019
67266;8029391;Marcus Apel;;Ausgezeichnete Informatikdissertationen;;;;;conf/gi/2004diss;https://dl.gi.de/20.500.12116/4503|https://subs.emis.de/LNI/Dissertation/Dissertation5/article27.html;oa|oa;;conf/gi/Apel04;2022-01-18;;;9-18;;;;;;Ein Informationssystem für dreidimensionale geowissenschaftliche Modelle und Primärdaten.;db/conf/gi/diss2004.html#Apel04;2004
22023;22722;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_100905;;;reference/snam/X18xcn;2019-02-17;;;;;;encyclopedia;;;Privacy.;db/reference/snam/snam2018.html#X18xcn;2018
31051;2843474;Chatchai Khiewngamdee|Rossarin Osathanunkul|Songsak Sriboonchitta|Woraphon Yamaka;0000-0002-0787-1437;Predictive Econometrics and Big Data;;;;;series/sci/753;https://doi.org/10.1007/978-3-319-70942-0_30;;;series/sci/OsathanunkulKYS18;2019-10-19;;;422-429;;;;;;The Role of Oil Price in the Forecasts of Agricultural Commodity Prices.;db/series/sci/sci753.html#OsathanunkulKYS18;2018
11845;12496;Michael F. Goodchild;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_236;;;reference/gis/Goodchild08;2017-07-12;;;200-203;;;encyclopedia;;;Data Analysis, Spatial.;db/reference/gis/gis2008.html#Goodchild08;2008
26954;27655;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_3989;;;reference/db/X09xxnf;2017-07-12;;;3456;;;encyclopedia;;;Web 2.0 Applications.;db/reference/db/w.html#X09xxnf;2009
36240;2849381;John Deane;;Reflections on the History of Computing;;;;;series/ifip/2012-387;https://doi.org/10.1007/978-3-642-33899-1_1;oa;;series/ifip/Deane12;2018-06-26;;;1-21;;;;;;Australia's WREDAC - ItWas Rocket Science.;db/series/ifip/ifip387.html#Deane12;2012
60239;2890972;Arvind Mohais|Maksud Ibrahimov|Neal Wagner|Sven Schellenberg|Zbigniew Michalewicz;0000-0001-5609-5457;Variants of Evolutionary Algorithms for Real-World Applications;;;;;books/sp/chiong12;https://doi.org/10.1007/978-3-642-23424-8_2;;;books/sp/chiong2012/MohaisSIWM12;2019-10-19;;;31-58;;;;;;An Evolutionary Approach to Practical Constraints in Scheduling: A Case-Study of the Wine Bottling Problem.;db/books/collections/Chiong2012.html#MohaisSIWM12;2012
60445;2891413;Filippo Melzani|Guido Marco Bertoni;;Secure Integrated Circuits and Systems;;;;;books/sp/V2010;https://doi.org/10.1007/978-0-387-71829-3_3;;;books/sp/10/BertoniM10;2017-09-21;;;45-62;;;;;;Secret Key Crypto Implementations.;db/books/collections/V2010.html#BertoniM10;2010
63993;2895758;Hiroshi Fujimori;;Transforming Organisations Through Groupware;;;;;books/sp/96/LW1996;https://doi.org/10.1007/978-1-4471-3052-9_24;;;books/sp/96/Fujimori96;2020-06-03;;;177-182;;;;;;Sony Computer Entertainment Inc.: Linking Up PlayStation Partners.;db/books/collections/LW1996.html#Fujimori96;1996
53567;2882876;;;Group and Crowd Behavior for Computer Vision;;;;;books/el/MCSS2017;https://doi.org/10.1016/B978-0-12-809276-7.00023-0;;;books/el/17/X17f;2018-05-16;;;;;;;;;Copyright.;db/books/collections/MCSS2017.html#X17f;2017
14561;15227;Bing Lu|Ding-Zhu Du|Hung Q. Ngo 0001|Panos M. Pardalos;;Encyclopedia of Optimization;;;;;reference/opt/2009;https://doi.org/10.1007/978-0-387-74759-0_645;;;reference/opt/DuLNP09;2017-07-12;;;3723-3736;;;encyclopedia;;;Steiner Tree Problems.;db/reference/opt/opt2009.html#DuLNP09;2009
21912;22611;;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_110008;;;reference/snam/X14pi;2017-07-12;;;1319;;;encyclopedia;;;Prestige.;db/reference/snam/snam2014.html#X14pi;2014
6633;7274;;;Encyclopedia of Multimedia;;;;;reference/mm/2006;https://doi.org/10.1007/0-387-30038-4_83;;;reference/mm/X06bg;2017-07-12;;;;;;encyclopedia;;;Geographic Video Content.;db/reference/mm/mm2006.html#X06bg;2006
29237;2841370;Alexander Binder|Grégoire Montavon|Klaus-Robert Müller|Sebastian Lapuschkin|Wojciech Samek;0000-0001-9605-6209|0000-0002-0762-7258;Explainable AI;;;;;series/lncs/11700;https://doi.org/10.1007/978-3-030-28954-6_10|https://www.wikidata.org/entity/Q102633541;;;series/lncs/MontavonBLSM19;2020-12-25;;;193-209;;;;;;Layer-Wise Relevance Propagation: An Overview.;db/series/lncs/lncs11700.html#MontavonBLSM19;2019
17676;18364;Sigurd Skogestad;;Encyclopedia of Systems and Control;;;;;reference/sc/2015;https://doi.org/10.1007/978-1-4471-5102-9_247-1;;;reference/sc/Skogestad15;2017-07-12;;;;;;encyclopedia;;;Control Structure Selection.;db/reference/sc/sc2015.html#Skogestad15;2015
30028;2842334;Manussaya La-ongkaew|Sa-Aat Niwitpong|Suparat Niwitpong;;Structural Changes and their Econometric Modeling;;;;;series/sci/808;https://doi.org/10.1007/978-3-030-04263-9_28;;;series/sci/La-ongkaewNN19;2018-11-29;;;364-377;;;;;;Confidence Intervals for Difference Between Means and Ratio of Means of Weibull Distribution.;db/series/sci/sci808.html#La-ongkaewNN19;2019
48682;2875557;Andreas Hotho|Antoine Cornuéjols|Assaf Schuster|Bettina Berendt|Donato Malerba|Ernestina Menasalvas|Fosca Giannotti|João Gama 0001|Katharina Morik|Koen Vanhoof|Lorenza Saitta|Michael May 0001|Rasmus Ulslev Pedersen|Yücel Saygin;;Next Generation of Data Mining;;;;;books/tf/08/KHYMK2008;https://doi.org/10.1201/9781420085877.ch7;;;books/tf/08/0001BCGGHMMMPSSSV08;2020-11-30;;;;;;;;;Research Challenges in Ubiquitous Knowledge Discovery.;db/books/collections/KHYMK2008.html#0001BCGGHMMMPSSSV08;2008
12076;12727;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_34;;;reference/gis/X08ag;2017-07-12;;;11;;;encyclopedia;;;Adaptive, Context-Aware.;db/reference/gis/gis2008.html#X08ag;2008
33741;2846431;Shahram Golzari|Shyamala Doraisamy;;Advances in Music Information Retrieval;;;;;series/sci/2010-274;https://doi.org/10.1007/978-3-642-11674-2_17;;;series/sci/DoraisamyG10;2017-05-16;;;390-402;;;;;;Automatic Musical Genre Classification and Artificial Immune Recognition System.;db/series/sci/sci274.html#DoraisamyG10;2010
55718;2885164;Harko Verhagen|Paul Davidsson;0000-0003-0998-6585;Simulating Social Complexity;;;;;books/sp/EM2017;https://doi.org/10.1007/978-3-319-66948-9_3;;;books/sp/17/DavidssonV17;2019-09-25;;;23-37;;;;;;Types of Simulation.;db/books/collections/EM2017.html#DavidssonV17;2017
23589;24288;Marina Blanton;;Encyclopedia of Database Systems (2nd ed.);;;;;reference/db/2018;https://doi.org/10.1007/978-1-4614-8265-9_1482;;;reference/db/Blanton18a;2019-02-14;;;;;;encyclopedia;;;Hash Functions.;db/reference/db/h2.html#Blanton18a;2018
2169;2771;Brooke Morrill|Sabrina Culyba;;Encyclopedia of Computer Graphics and Games;;;;;reference/ecgg/2019;https://doi.org/10.1007/978-3-319-08234-9_185-1;;;reference/ecgg/MorrillC19;2019-04-15;;;;;;encyclopedia;;;Transformational Games.;db/reference/ecgg/1.html#MorrillC19;2019
28232;2840274;Adrian Hilton|Hansung Kim|Luca Remaggi|Philip J. B. Jackson;0000-0001-7933-5935|0000-0002-4133-7043|0000-0003-4223-238X|0000-0003-4907-0491;Real VR;;;;;series/lncs/11830;https://doi.org/10.1007/978-3-030-41816-8_13;;;series/lncs/KimRJH20;2020-04-09;;;293-318;;;;;;Immersive Virtual Reality Audio Rendering Adapted to the Listener and the Room.;db/series/lncs/lncs11900.html#KimRJH20;2020
5597;6225;Andrew A. Kennings|Kristofer Vorwerk;;Handbook of Algorithms for Physical Design Automation;;;;;reference/crc/2008apda;https://doi.org/10.1201/9781420013481.ch18;;;reference/crc/KenningsV08;2017-07-12;;;;;;encyclopedia;;;Force-Directed and Other Continuous Placement Methods.;db/reference/crc/apda2008.html#KenningsV08;2008
65493;2897676;Ludger Fiege;;Encyclopedia of Database Technologies and Applications;;;;;books/idea/EncyDB05;https://doi.org/10.4018/978-1-59140-560-3.ch018;;;books/idea/encyclopediaDB2005/Fiege05;2019-06-27;;;105-109;;;encyclopedia;;;Data Dissemination.;db/books/collections/encyclopediaDB2005.html#Fiege05;2005
11877;12528;;;Encyclopedia of GIS;;;;;reference/gis/2008;https://doi.org/10.1007/978-0-387-35973-1_656;;;reference/gis/X08tb;2017-07-12;;;600;;;encyclopedia;;;Intertial Motion Unit (IMU).;db/reference/gis/gis2008.html#X08tb;2008
27669;28374;George Karypis;;Encyclopedia of Parallel Computing;;;;;reference/parallel/2011;https://doi.org/10.1007/978-0-387-09766-4_500;;;reference/parallel/Karypis11;2017-07-12;;;1117-1124;;;encyclopedia;;;METIS and ParMETIS.;db/reference/parallel/parallel2011.html#Karypis11;2011
52576;2881557;Aykut Hamit Turan|Naciye Güliz Ugur|Prashant Palvia;0000-0003-2364-5445;The World IT Project;;;;;books/ws/20/PGJST2020;https://doi.org/10.1142/9789811208645_0018;;;books/ws/20/TuranUP20;2021-07-25;;;223-235;;;;;;Information Technology Issues in Jordan.;db/books/collections/PGJST2020.html#TuranUP20;2020
18877;19569;Giuseppe F. Italiano;;Encyclopedia of Algorithms;;;;;;https://doi.org/10.1007/978-1-4939-2864-4_157;;;reference/algo/Italiano16e;2017-07-12;;;806-808;;;encyclopedia;;;Fully Dynamic Planarity Testing.;db/reference/algo/algo2016.html#Italiano16e;2016
54433;2883777;Craig McNaughton;;Virtual Reality Systems;;;;;books/el/93/EGJ1993;https://doi.org/10.1016/b978-0-12-227748-1.50029-9;;;books/el/93/McNaughton93;2020-06-29;;;313-318;;;;;;Overview of Virtual Reality Software Suppliers.;db/books/collections/EGJ1993.html#McNaughton93;1993
55794;2885243;Miran Lee;;Emerging Research, Practice, and Policy on Computational Thinking;;;;;books/sp/RH2017;https://doi.org/10.1007/978-3-319-52691-1_22;;;books/sp/17/Lee17;2019-05-04;;;363-366;;;;;;Computational Thinking: Efforts in Korea.;db/books/collections/RH2017.html#Lee17;2017
65380;2897563;Daniel Schwabe|Gustavo Rossi;0000-0003-4347-2940;Information Modeling in the New Millennium;;;;;books/idea/Rossi01;https://doi.org/10.4018/978-1-878289-77-3.ch023;;;books/idea/rossi2001/RossiS01a;2019-09-16;;;463-484;;;;;;Object-Oriented Web Applications Modeling.;db/books/collections/Rossi2001.html#RossiS01a;2001
46733;2873227;Ulrike Hanke|Wilfried Sühl-Strohmenger;;Handbuch Informationskompetenz;;;;;books/degruyter/SS2016;https://doi.org/10.1515/9783110403367-035;;;books/degruyter/p/HankeS16;2017-05-16;;;369-381;;;;;;Bibliotheksdidaktik zur erfolgreichen Förderung von Informationskompetenz.;db/books/collections/SS2016.html#HankeS16;2016
7223;7868;Alain Crolotte;;Encyclopedia of Big Data Technologies;;;;;reference/bdt/2019;https://doi.org/10.1007/978-3-319-63962-8_122-1;;;reference/bdt/Crolotte19;2019-02-14;;;;;;encyclopedia;;;Metrics for Big Data Benchmarks.;db/reference/bdt/1.html#Crolotte19;2019
3337;3942;Chris Hare;;Encyclopedia of Information Assurance;;;;;reference/tf/2011eia;https://doi.org/10.1081/E-EIA-120046593;;;reference/tf/Hare11g;2017-07-12;;;;;;encyclopedia;;;Policy Development: Needs.;db/reference/tf/eia2011.html#Hare11g;2011
49600;2876603;Andreas Harrer|Heinz Ulrich Hoppe|Nils Malzahn;;CSCL-Kompendium 2.0;;;;;books/ol/12/HSW2012;https://doi.org/10.1524/9783486716825.312;;;books/ol/12/MalzahnHH12;2019-08-02;;;312-321;;;;;;Software- und Systementwicklung.;db/books/collections/HSW2012.html#MalzahnHH12;2012
19758;20455;Johan Grasman;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_450;;;reference/complexity/Grasman09;2017-07-12;;;7602-7616;;;encyclopedia;;;Relaxation Oscillations.;db/reference/complexity/ecss2009.html#Grasman09;2009
25242;25942;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_3382;;;reference/db/X09xtp;2017-07-12;;;2254;;;encyclopedia;;;Query Execution in Star/ Snowflake Schemas.;db/reference/db/q.html#X09xtp;2009
46931;2873430;W. Brett McKenzie;;Database Technologies: Concepts, Methodologies, Tools, and Applications;;;;;books/igi/Erickson2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=7912;;;books/igi/Erickson09/McKenzie09;2011-01-21;;;205-211;;;;;;Database in Computing Systems.;db/books/collections/Erickson2009.html#McKenzie09;2009
24023;24722;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2667;;;reference/db/X09wd;2017-07-12;;;1205;;;encyclopedia;;;Fuzzy MCDM.;db/reference/db/f.html#X09wd;2009
49211;2876140;Daoud Clarke;;Quantum Physics and Linguistics;;;;;books/ox/13/HSG2013;https://doi.org/10.1093/acprof:oso/9780199646296.003.0011;;;books/ox/13/Clarke13;2020-05-08;;;321-332;;;;;;Algebras over a field and semantics for context based reasoning.;db/books/collections/HSG2013.html#Clarke13;2013
47973;2874809;Carl August Zehnder|Hans Hinterberger|Helmar Burkhart;;informatik@gymnasium;;;;;books/others/13/KSZ2013;;;;books/others/13/BurkhartHZ13;2020-06-05;;;79-108;;;;;;Informatikdenken in anderen Disziplinen.;db/books/collections/KSZ2013.html#BurkhartHZ13;2013
6142;6779;Wojciech Rytter;;Handbook of Data Structures and Applications;;;;;reference/crc/2004dsa;https://doi.org/10.1201/9781420035179.ch14;;;reference/crc/Rytter04;2017-07-12;;;;;;encyclopedia;;;Trees with Minimum Weighted Path Length.;db/reference/crc/dsa2004.html#Rytter04;2004
28884;2840991;Akif Burak Tosun|D. Lansing Taylor|Filippo Pullara|Jeffrey L. Fine|Michael J. Becich|S. Chakra Chennubhotla;;AI and ML for Digital Pathology;;;;;;https://doi.org/10.1007/978-3-030-50402-1_13|https://www.wikidata.org/entity/Q102636885;;;series/lncs/TosunPBTCF20;2020-12-25;;;204-227;;;;;™;HistoMapr;db/series/lncs/lncs12090.html#TosunPBTCF20;2020
51571;2880265;Bernhard M. Willert|Marc Christian Steinbach|Martin Schmidt 0003;;Evaluating Gas Network Capacities;;;;;books/siam/15/KHPS2015;https://doi.org/10.1137/1.9781611973693.ch10;;;books/siam/15/0003SW15a;2020-06-16;;;181-210;;;;;;Chapter 10: The precise NLP model.;db/books/collections/KHPS2015.html#0003SW15a;2015
32812;2845419;Shyue-Liang Wang|Tzung-Pei Hong|Wei-Shuo Lo;;Classification and Clustering for Knowledge Discovery;;;;;series/sci/2005-4;https://doi.org/10.1007/11011620_16;;;series/sci/WangLH05;2017-05-16;;;251-266;;;;;;Discovery of Fuzzy Multiple-Level Web Browsing Patterns.;db/series/sci/sci4.html#WangLH05;2005
61576;2892665;Alexandru Tudorica|Florin Pop|George Valentin Iordache|Mihaela-Andreea Vasile;;Modeling and Simulation in HPC and Cloud Systems;;;;;books/sp/2018KPD;https://doi.org/10.1007/978-3-319-73767-6_4;;;books/sp/18/VasileITP18;2019-06-12;;;57-72;;;;;;Evaluation of Cloud Systems.;db/books/collections/KPD2018.html#VasileITP18;2018
30785;2843177;Bernhard Sendhoff|Stefan Menzel;0000-0002-1233-9584;Evolutionary Computation in Practice;;;;;series/sci/2008-88;https://doi.org/10.1007/978-3-540-75771-9_4;;;series/sci/MenzelS08;2017-06-14;;;63-86;;;;;;Representing the Change - Free Form Deformation for Evolutionary Design Optimization.;db/series/sci/sci88.html#MenzelS08;2008
59895;2890391;Farnaz Derakhshan|Hadis Karimipour|Shamim Yousefi;;Handbook of Big Data Privacy;;;;;books/sp/20/CD2020;https://doi.org/10.1007/978-3-030-38557-6_5;;;books/sp/20/YousefiDK20;2020-03-25;;;77-108;;;;;;Applications of Big Data Analytics and Machine Learning in the Internet of Things.;db/books/collections/CD2020.html#YousefiDK20;2020
10710;11358;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_100644;;K;reference/gis/X17wr;2017-07-12;;;1097;;;encyclopedia;;;;db/reference/gis/gis2017.html#X17wr;2017
53023;2882232;C. Seshadhri;;Beyond the Worst-Case Analysis of Algorithms;;;;;books/cu/20/R2020;https://doi.org/10.1017/9781108637435.016;;;books/cu/20/Seshadhri20;2021-01-04;;;259-282;;;;;;Self-Improving Algorithms.;db/books/collections/R2020.html#Seshadhri20;2020
36947;2851344;Paul Barford|Vinod Yegneswaran;;Malware Detection;;;;;series/ais/27;https://doi.org/10.1007/978-0-387-44599-1_8;;;series/ais/BarfordY07;2017-05-16;;;171-191;;;;;;An Inside Look at Botnets.;db/series/ais/ais27.html#BarfordY07;2007
12507;13158;Mathew R. P. Sapiano;;Encyclopedia of Remote Sensing;;;;;reference/gis/2014;https://doi.org/10.1007/978-0-387-36699-9_16;;;reference/gis/Sapiano14;2017-07-12;;;58-68;;;encyclopedia;;;Climate Monitoring and Prediction.;db/reference/gis/rs2014.html#Sapiano14;2014
38435;2853195;Arthur P. Dempster;;Classic Works of the Dempster-Shafer Theory of Belief Functions;;;;;series/sfsc/2008-219;https://doi.org/10.1007/978-3-540-44792-4_30;;;series/sfsc/Dempster08c;2017-05-16;;;761-786;;;;;;Logicist Statistics II: Inference.;db/series/sfsc/sfsc219.html#Dempster08c;2008
19951;20648;Adam M. Deutschbauer|Lars M. Steinmetz;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_233;;;reference/complexity/DeutschbauerS09;2017-07-12;;;3964-3985;;;encyclopedia;;;Functional Genomics for Characterization of Genome Sequences.;db/reference/complexity/ecss2009.html#DeutschbauerS09;2009
20215;20912;;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_100979;;;reference/snam/X14ak;2017-07-12;;;73;;;encyclopedia;;;Bayesian Networks.;db/reference/snam/snam2014.html#X14ak;2014
23432;24131;Mohamed F. Mokbel|Walid G. Aref;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_198;;;reference/db/MokbelA09;2017-07-12;;;1448-1451;;;encyclopedia;;;Indexing Historical Spatio-Temporal Data.;db/reference/db/i.html#MokbelA09;2009
